Threads,CpuTime,UserTime,SystemTime
1,0.508,0.413,0.045
1,0.651,0.528,0.058
1,0.483,0.430,0.049
1,0.451,0.403,0.053
1,0.480,0.424,0.051
1,0.446,0.401,0.049
1,0.445,0.400,0.043
1,0.444,0.396,0.047
1,0.441,0.394,0.045
1,0.465,0.411,0.048
2,0.450,0.402,0.048
2,0.459,0.412,0.048
2,0.450,0.402,0.046
2,0.473,0.420,0.051
2,0.486,0.434,0.070
2,0.471,0.419,0.052
2,0.461,0.409,0.050
2,0.467,0.418,0.056
2,0.481,0.429,0.052
2,0.469,0.419,0.046
3,0.527,0.453,0.071
3,0.469,0.414,0.058
3,0.505,0.441,0.060
3,0.523,0.456,0.061
3,0.497,0.432,0.050
3,0.459,0.409,0.049
3,0.451,0.406,0.052
3,0.460,0.414,0.047
3,0.447,0.400,0.051
3,0.486,0.430,0.066
4,0.442,0.396,0.046
4,0.479,0.423,0.058
4,0.475,0.423,0.062
4,0.467,0.415,0.051
4,0.454,0.407,0.052
4,0.474,0.423,0.053
4,0.526,0.455,0.055
4,0.474,0.422,0.048
4,0.534,0.466,0.047
4,0.489,0.429,0.061
5,0.460,0.410,0.053
5,0.463,0.415,0.055
5,0.460,0.412,0.054
5,0.464,0.415,0.054
5,0.458,0.414,0.048
5,0.473,0.421,0.069
5,0.464,0.414,0.056
5,0.508,0.452,0.064
5,0.483,0.424,0.046
5,0.470,0.415,0.054
6,0.543,0.468,0.074
6,0.536,0.465,0.089
6,0.475,0.424,0.064
6,0.461,0.409,0.057
6,0.454,0.406,0.053
6,0.476,0.422,0.060
6,0.461,0.413,0.052
6,0.462,0.410,0.058
6,0.491,0.439,0.070
6,0.462,0.413,0.057
7,0.462,0.412,0.062
7,0.476,0.423,0.056
7,0.445,0.398,0.048
7,0.456,0.407,0.052
7,0.483,0.427,0.066
7,0.489,0.437,0.064
7,0.451,0.405,0.048
7,0.489,0.435,0.066
7,0.550,0.482,0.055
7,0.458,0.408,0.059
8,0.473,0.420,0.064
8,0.543,0.462,0.070
8,0.482,0.429,0.069
8,0.446,0.399,0.049
8,0.468,0.419,0.057
8,0.465,0.414,0.056
8,0.497,0.441,0.052
8,0.551,0.458,0.060
8,0.463,0.409,0.055
8,0.502,0.447,0.071
