Threads,CpuTime,UserTime,SystemTime
1,4.559,1.928,1.273
1,3.252,1.935,1.260
1,3.236,1.852,1.114
1,3.132,1.775,1.079
1,2.832,1.643,0.978
1,3.004,1.809,1.231
1,3.164,1.909,1.289
1,3.117,1.874,1.274
1,3.114,1.878,1.267
1,2.823,1.735,1.122
2,2.180,2.032,1.289
2,2.246,2.034,1.267
2,2.112,2.013,1.281
2,2.008,1.947,1.189
2,2.140,2.001,1.275
2,2.121,1.744,0.963
2,2.129,2.005,1.266
2,2.026,1.971,1.200
2,2.113,2.006,1.279
2,2.136,1.915,1.162
3,1.758,1.991,1.246
3,1.949,1.901,1.185
3,2.029,2.136,1.467
3,1.923,1.859,1.127
3,1.717,1.717,0.997
3,1.975,1.832,1.108
3,1.949,1.875,1.202
3,1.820,1.760,1.019
3,1.788,1.776,1.043
3,1.863,2.102,1.348
4,1.704,1.749,1.069
4,1.768,1.835,1.120
4,1.859,1.874,1.159
4,2.015,2.055,1.325
4,1.906,1.977,1.268
4,1.852,2.028,1.323
4,1.705,1.767,1.071
4,1.730,1.828,1.161
4,1.859,1.826,1.112
4,1.804,1.949,1.233
5,1.752,1.809,1.164
5,1.781,1.853,1.198
5,1.765,1.814,1.134
5,1.774,1.839,1.171
5,1.782,1.744,1.077
5,1.777,1.828,1.172
5,1.722,1.807,1.148
5,1.791,1.780,1.081
5,1.708,1.796,1.126
5,1.714,1.785,1.125
6,1.853,1.861,1.250
6,1.729,1.768,1.125
6,1.829,1.872,1.159
6,1.820,1.818,1.216
6,1.808,1.832,1.207
6,1.805,1.897,1.273
6,1.836,1.812,1.134
6,1.824,1.888,1.308
6,2.035,2.075,1.465
6,2.005,2.056,1.438
7,1.964,2.075,1.530
7,1.879,2.031,1.456
7,1.891,2.028,1.457
7,1.992,1.990,1.372
7,1.899,1.952,1.354
7,1.883,1.962,1.377
7,1.959,1.912,1.292
7,1.804,1.838,1.210
7,1.749,1.790,1.196
7,1.829,1.957,1.378
8,1.910,1.870,1.269
8,1.845,1.844,1.267
8,1.854,1.888,1.285
8,1.811,1.920,1.307
8,1.775,1.861,1.290
8,1.832,1.879,1.288
8,1.815,1.884,1.301
8,1.984,1.955,1.380
8,1.821,1.886,1.270
8,1.815,1.963,1.451
