Threads,CpuTime,UserTime,SystemTime
1,0.142,0.089,0.046
1,0.131,0.084,0.046
1,0.128,0.084,0.042
1,0.132,0.085,0.046
1,0.131,0.085,0.045
1,0.129,0.083,0.043
1,0.131,0.084,0.042
1,0.127,0.082,0.043
1,0.141,0.093,0.049
1,0.130,0.086,0.045
1,0.127,0.081,0.044
1,0.132,0.085,0.045
1,0.125,0.081,0.041
1,0.129,0.084,0.044
1,0.125,0.082,0.041
1,0.123,0.082,0.041
1,0.128,0.084,0.042
1,0.125,0.083,0.040
1,0.130,0.085,0.043
1,0.127,0.084,0.042
1,0.132,0.087,0.045
1,0.131,0.083,0.043
1,0.131,0.086,0.044
1,0.124,0.082,0.040
1,0.129,0.085,0.042
1,0.126,0.083,0.041
1,0.128,0.084,0.043
1,0.133,0.087,0.046
1,0.129,0.084,0.044
1,0.133,0.089,0.046
1,0.129,0.084,0.043
1,0.128,0.081,0.043
1,0.133,0.087,0.047
1,0.136,0.092,0.047
1,0.131,0.086,0.043
1,0.126,0.080,0.044
1,0.131,0.084,0.048
1,0.133,0.085,0.046
1,0.130,0.085,0.044
1,0.129,0.084,0.043
1,0.134,0.087,0.047
1,0.133,0.086,0.045
1,0.128,0.083,0.041
1,0.135,0.088,0.043
1,0.135,0.087,0.046
1,0.135,0.090,0.046
1,0.132,0.086,0.046
1,0.131,0.086,0.044
1,0.135,0.089,0.046
1,0.130,0.084,0.045
1,0.126,0.082,0.041
1,0.133,0.086,0.047
1,0.126,0.082,0.042
1,0.128,0.083,0.041
1,0.128,0.083,0.042
1,0.127,0.083,0.041
1,0.132,0.085,0.046
1,0.127,0.081,0.043
1,0.125,0.082,0.041
1,0.125,0.082,0.041
1,0.127,0.084,0.043
1,0.132,0.088,0.044
1,0.128,0.084,0.044
1,0.129,0.085,0.044
1,0.132,0.086,0.044
1,0.130,0.085,0.044
1,0.127,0.084,0.042
1,0.125,0.081,0.042
1,0.133,0.087,0.047
1,0.125,0.081,0.041
1,0.148,0.099,0.045
1,0.130,0.086,0.044
1,0.130,0.085,0.045
1,0.133,0.087,0.045
1,0.130,0.084,0.043
1,0.129,0.084,0.044
1,0.127,0.084,0.044
1,0.133,0.088,0.044
1,0.131,0.086,0.046
1,0.129,0.084,0.041
1,0.135,0.087,0.049
1,0.131,0.084,0.045
1,0.131,0.084,0.045
1,0.139,0.088,0.050
1,0.138,0.087,0.047
1,0.148,0.094,0.051
1,0.140,0.089,0.048
1,0.136,0.087,0.046
1,0.139,0.090,0.042
