Threads,CpuTime,UserTime,SystemTime
1,4.780,1.894,1.282
1,3.073,1.871,1.250
1,2.964,1.789,1.240
1,3.059,1.826,1.240
1,3.046,1.844,1.256
1,3.053,1.817,1.253
1,2.563,1.598,0.970
1,2.907,1.772,1.133
1,3.081,1.862,1.271
1,3.027,1.836,1.247
1,2.968,1.781,1.202
1,3.070,1.847,1.263
1,3.153,1.931,1.272
1,2.841,1.746,1.103
1,2.969,1.787,1.136
1,3.070,1.863,1.245
1,3.295,1.951,1.299
1,3.171,1.902,1.252
1,3.193,1.893,1.271
1,3.353,1.998,1.260
1,3.354,2.038,1.139
1,3.527,2.019,1.253
1,3.284,1.915,1.249
1,3.916,1.946,1.099
1,3.425,1.931,1.080
1,3.500,1.759,0.970
1,3.533,1.976,1.217
1,3.164,1.814,0.996
1,3.104,1.835,1.075
1,3.174,1.906,1.180
1,3.128,1.925,1.150
1,3.257,1.948,1.249
1,3.244,1.825,1.146
1,3.198,1.958,1.138
1,3.047,1.890,0.996
1,3.212,1.916,1.065
1,3.138,1.910,1.045
1,3.337,2.021,1.162
1,3.046,1.896,1.138
1,3.222,1.999,1.238
1,3.106,1.919,1.145
1,3.192,1.942,1.251
1,2.823,1.736,1.105
1,2.791,1.741,1.077
1,3.049,1.874,1.228
1,3.110,1.858,1.247
1,3.032,1.828,1.249
1,2.976,1.788,1.240
1,3.074,1.861,1.284
1,3.039,1.838,1.240
1,2.879,1.786,1.157
1,3.018,1.828,1.236
1,3.011,1.826,1.112
1,2.726,1.694,0.987
1,3.116,1.884,1.248
1,3.094,1.851,1.270
1,2.758,1.665,1.022
1,3.089,1.783,1.250
1,2.992,1.792,1.253
1,3.199,1.901,1.270
1,3.186,1.919,1.257
1,3.103,1.901,1.137
1,2.822,1.727,1.075
1,2.723,1.673,1.011
1,2.924,1.780,1.024
1,2.994,1.824,1.114
1,3.085,1.845,1.270
1,5.212,1.719,1.066
1,2.815,1.728,1.128
1,3.050,1.840,1.269
1,2.992,1.821,1.238
1,3.031,1.851,1.239
1,2.990,1.800,1.236
1,3.040,1.814,1.251
1,3.032,1.831,1.255
1,3.007,1.813,1.252
1,3.066,1.866,1.269
1,2.965,1.779,1.244
1,3.035,1.814,1.250
1,2.772,1.708,1.089
1,3.011,1.818,1.255
1,3.032,1.818,1.262
1,3.026,1.813,1.263
1,2.957,1.762,1.244
1,3.001,1.803,1.260
1,2.867,1.728,1.154
1,3.038,1.828,1.257
1,2.982,1.822,1.227
1,3.156,1.926,1.251
1,2.717,1.701,1.057
1,2.745,1.710,1.061
1,2.969,1.814,1.230
1,2.988,1.810,1.230
1,2.930,1.792,1.195
1,2.875,1.747,1.164
1,3.021,1.796,1.249
1,3.103,1.851,1.260
1,3.011,1.814,1.248
1,3.027,1.824,1.249
1,3.104,1.897,1.270
2,2.109,2.012,1.279
2,2.150,2.023,1.265
2,2.095,1.991,1.288
2,1.962,1.982,1.153
2,2.190,2.073,1.303
2,2.094,1.850,1.073
2,1.922,1.826,1.086
2,1.838,1.877,1.095
2,2.186,2.055,1.311
2,1.897,1.799,1.036
2,2.203,1.913,1.163
2,2.020,1.913,1.179
2,1.978,1.728,0.936
2,1.899,1.898,1.127
2,2.041,1.894,1.076
2,2.113,2.003,1.297
2,2.223,2.045,1.318
2,2.100,1.995,1.281
2,2.136,2.021,1.290
2,1.917,1.830,1.043
2,2.271,2.050,1.299
2,1.990,1.946,1.192
2,1.916,1.779,1.027
2,2.140,2.006,1.275
2,2.062,1.857,1.073
2,2.236,2.032,1.288
2,2.013,1.878,1.121
2,2.018,1.958,1.166
2,2.117,2.014,1.265
2,2.178,1.983,1.248
2,2.023,1.806,1.012
2,2.107,2.027,1.284
2,2.143,2.030,1.295
2,2.206,1.946,1.203
2,2.158,1.940,1.204
2,2.154,2.031,1.320
2,2.188,2.031,1.249
2,2.141,2.037,1.301
2,2.127,2.029,1.279
2,2.217,2.020,1.274
2,2.127,2.012,1.279
2,2.181,1.898,1.174
2,1.945,1.927,1.143
2,2.285,2.031,1.273
2,2.216,2.017,1.277
2,1.966,1.820,1.027
2,2.188,2.032,1.267
2,2.156,2.072,1.283
2,2.122,2.014,1.277
2,2.206,2.055,1.287
2,2.213,2.031,1.275
2,2.019,1.847,1.025
2,2.063,1.756,0.950
2,2.118,1.920,1.158
2,2.114,1.989,1.253
2,2.167,1.931,1.156
2,2.122,2.018,1.268
2,2.152,1.958,1.222
2,2.055,1.847,1.057
2,2.109,2.018,1.281
2,2.013,1.914,1.081
2,2.108,1.981,1.272
2,2.025,1.946,1.216
2,2.110,2.009,1.312
2,2.140,2.032,1.290
2,2.149,2.040,1.307
2,2.119,2.004,1.290
2,1.989,1.808,1.023
2,2.182,1.929,1.203
2,2.135,2.020,1.305
2,2.160,2.032,1.318
2,2.103,2.012,1.280
2,2.090,2.005,1.272
2,2.077,1.972,1.283
2,2.001,1.908,1.179
2,2.186,1.788,1.075
2,2.113,2.027,1.283
2,2.097,1.944,1.172
2,1.962,1.691,0.934
2,2.126,2.003,1.289
2,1.883,1.915,1.140
2,2.110,2.006,1.293
2,2.126,1.976,1.273
2,2.060,1.975,1.220
2,2.265,2.045,1.116
2,2.083,1.955,1.062
2,2.310,2.024,1.223
2,2.191,1.888,1.015
2,2.211,1.950,1.063
2,2.133,1.977,1.079
2,2.103,1.868,1.041
2,2.183,2.019,1.295
2,2.101,2.000,1.281
2,2.082,1.973,1.289
2,2.184,2.004,1.285
2,2.074,1.956,1.162
2,2.197,1.909,1.104
2,2.138,2.021,1.251
2,2.147,2.040,1.301
2,2.121,1.979,1.127
3,1.911,1.807,1.044
3,2.069,1.945,1.214
3,1.988,2.002,1.225
3,1.854,1.901,1.149
3,1.947,2.023,1.248
3,1.989,2.009,1.248
3,1.834,1.861,1.104
3,1.867,1.910,1.154
3,1.847,1.898,1.164
3,1.895,2.072,1.292
3,2.014,1.911,1.193
3,1.816,1.838,1.098
3,1.809,1.835,1.094
3,1.823,1.765,1.051
3,1.782,1.813,1.079
3,2.064,2.056,1.383
3,1.853,1.859,1.130
3,1.955,1.957,1.244
3,1.801,1.920,1.169
3,2.072,1.857,1.133
3,1.893,1.862,1.126
3,2.131,2.144,1.429
3,2.739,2.077,1.253
3,1.939,1.834,1.117
3,1.957,1.887,1.109
3,1.819,2.045,1.311
3,2.011,2.009,1.377
3,1.774,1.887,1.184
3,1.778,1.762,1.043
3,1.779,1.838,1.088
3,1.891,1.906,1.154
3,2.006,1.940,1.208
3,2.188,1.817,1.094
3,2.026,1.849,1.132
3,1.994,1.854,1.094
3,1.809,1.930,1.146
3,1.751,1.770,1.041
3,1.869,1.825,1.070
3,2.000,1.957,1.203
