Threads,CpuTime,UserTime,SystemTime
1,1.349,0.370,0.088
1,0.613,0.346,0.060
1,0.428,0.334,0.057
1,0.451,0.356,0.064
1,0.428,0.325,0.054
1,0.429,0.328,0.055
1,0.429,0.330,0.054
1,0.431,0.322,0.056
1,0.430,0.332,0.057
1,0.424,0.329,0.056
1,0.429,0.327,0.056
1,0.435,0.331,0.058
1,0.434,0.329,0.056
1,0.429,0.345,0.056
1,0.429,0.336,0.056
1,0.427,0.343,0.064
1,0.428,0.336,0.058
1,0.464,0.342,0.064
1,0.429,0.339,0.056
1,0.440,0.349,0.063
1,0.440,0.342,0.062
1,0.440,0.337,0.059
1,0.439,0.346,0.061
1,0.429,0.327,0.056
1,0.429,0.346,0.056
1,0.451,0.338,0.063
1,0.436,0.335,0.058
1,0.446,0.354,0.062
1,0.439,0.350,0.063
1,0.439,0.354,0.062
1,0.429,0.329,0.054
1,0.428,0.348,0.060
1,0.427,0.324,0.053
1,0.441,0.331,0.057
1,0.433,0.342,0.058
1,0.429,0.337,0.055
1,0.422,0.334,0.055
1,0.429,0.330,0.053
1,0.428,0.325,0.052
1,0.428,0.330,0.054
1,0.428,0.328,0.053
1,0.427,0.333,0.052
1,0.430,0.321,0.052
1,0.428,0.339,0.052
1,0.427,0.328,0.052
1,0.430,0.327,0.051
1,0.423,0.333,0.051
1,0.430,0.342,0.052
1,0.432,0.329,0.053
1,0.423,0.336,0.052
1,0.435,0.343,0.055
1,0.428,0.332,0.051
1,0.430,0.336,0.053
1,0.439,0.337,0.055
1,0.422,0.322,0.052
1,0.422,0.321,0.051
1,0.429,0.333,0.052
1,0.427,0.331,0.051
1,0.428,0.335,0.051
1,0.417,0.319,0.050
1,0.428,0.321,0.051
1,0.428,0.328,0.052
1,0.429,0.334,0.050
1,0.422,0.334,0.050
1,0.435,0.333,0.053
1,0.420,0.327,0.051
1,0.425,0.337,0.051
1,0.428,0.332,0.050
1,0.425,0.328,0.053
1,0.423,0.335,0.052
1,0.420,0.337,0.050
1,0.428,0.330,0.051
1,0.424,0.325,0.050
1,0.429,0.334,0.055
1,0.433,0.347,0.054
1,0.428,0.330,0.050
1,0.429,0.332,0.052
1,0.428,0.324,0.052
1,0.417,0.329,0.050
1,0.428,0.327,0.052
1,0.427,0.321,0.051
1,0.419,0.329,0.050
1,0.427,0.333,0.053
1,0.428,0.329,0.053
1,0.429,0.329,0.051
1,0.428,0.329,0.052
1,0.423,0.326,0.051
1,0.422,0.324,0.052
1,0.417,0.327,0.050
1,0.419,0.329,0.049
1,0.428,0.341,0.052
1,0.427,0.337,0.052
1,0.425,0.334,0.051
1,0.430,0.326,0.052
1,0.430,0.330,0.051
1,0.420,0.327,0.051
1,0.428,0.332,0.054
1,0.427,0.327,0.057
1,0.430,0.352,0.058
1,0.432,0.350,0.057
1,0.436,0.330,0.058
1,0.430,0.348,0.057
1,0.438,0.362,0.062
1,0.427,0.330,0.055
1,0.428,0.332,0.057
1,0.430,0.328,0.059
1,0.430,0.336,0.059
1,0.438,0.340,0.060
1,0.432,0.333,0.056
1,0.425,0.331,0.057
1,0.454,0.344,0.064
1,0.439,0.327,0.057
1,0.425,0.336,0.056
1,0.431,0.359,0.065
1,0.437,0.361,0.067
1,0.447,0.369,0.065
1,0.437,0.344,0.063
1,0.434,0.338,0.059
1,0.443,0.347,0.060
1,0.569,0.402,0.067
1,0.596,0.333,0.059
1,0.433,0.358,0.057
1,0.550,0.394,0.061
1,0.536,0.378,0.060
1,0.558,0.398,0.064
1,0.458,0.344,0.064
1,0.428,0.340,0.057
1,0.429,0.337,0.056
1,0.434,0.339,0.058
1,0.429,0.339,0.058
1,0.434,0.333,0.058
1,0.447,0.373,0.062
1,0.529,0.372,0.068
1,0.427,0.341,0.055
1,0.433,0.348,0.057
1,0.441,0.365,0.064
1,0.447,0.344,0.060
1,0.542,0.411,0.061
1,0.546,0.394,0.065
1,0.592,0.444,0.084
1,0.578,0.373,0.082
1,0.428,0.348,0.057
1,0.428,0.344,0.052
1,0.444,0.363,0.060
1,0.575,0.374,0.069
1,0.440,0.357,0.060
1,0.435,0.335,0.058
1,0.433,0.333,0.055
1,0.430,0.329,0.054
1,0.435,0.337,0.055
1,0.432,0.339,0.054
1,0.433,0.333,0.054
1,0.425,0.333,0.053
1,0.415,0.332,0.056
1,0.431,0.334,0.053
1,0.427,0.339,0.053
1,0.429,0.331,0.052
1,0.424,0.320,0.050
1,0.426,0.341,0.057
1,0.429,0.330,0.052
1,0.426,0.331,0.052
1,0.424,0.335,0.054
1,0.430,0.346,0.057
1,0.427,0.332,0.054
1,0.440,0.341,0.056
1,0.433,0.345,0.055
1,0.422,0.338,0.052
1,0.423,0.349,0.056
1,0.432,0.323,0.053
1,0.432,0.356,0.056
1,0.427,0.341,0.054
1,0.429,0.338,0.055
1,0.439,0.334,0.060
1,0.427,0.329,0.052
1,0.431,0.361,0.054
1,0.430,0.331,0.054
1,0.427,0.328,0.054
1,0.433,0.338,0.056
1,0.428,0.330,0.055
1,0.423,0.339,0.052
1,0.429,0.335,0.054
1,0.428,0.351,0.056
1,0.430,0.336,0.054
1,0.428,0.330,0.053
1,0.429,0.340,0.051
1,0.427,0.329,0.051
1,0.431,0.337,0.055
1,0.427,0.325,0.052
1,0.426,0.331,0.054
1,0.429,0.325,0.051
1,0.433,0.335,0.057
1,0.431,0.339,0.057
1,0.422,0.333,0.052
1,0.539,0.346,0.056
1,0.423,0.331,0.052
1,0.440,0.332,0.060
1,0.427,0.319,0.053
1,0.429,0.336,0.051
1,0.427,0.331,0.051
1,0.424,0.326,0.050
1,0.435,0.332,0.052
1,0.428,0.329,0.051
1,0.428,0.344,0.053
1,0.424,0.332,0.050
1,0.426,0.347,0.058
1,0.553,0.343,0.058
1,0.427,0.325,0.051
1,0.417,0.334,0.049
1,0.422,0.327,0.051
1,0.418,0.323,0.051
1,0.422,0.330,0.051
1,0.417,0.336,0.050
1,0.428,0.338,0.051
1,0.429,0.339,0.054
1,0.438,0.321,0.055
1,0.420,0.339,0.051
1,0.428,0.336,0.055
1,0.434,0.338,0.057
1,0.674,0.432,0.074
1,0.452,0.367,0.068
1,0.442,0.367,0.067
1,0.438,0.355,0.064
1,0.550,0.387,0.065
1,0.429,0.359,0.057
