Threads,CpuTime,UserTime,SystemTime
1,2.013,0.353,0.109
1,0.431,0.336,0.057
1,0.432,0.333,0.057
1,0.435,0.338,0.061
1,0.447,0.339,0.062
1,0.431,0.355,0.059
1,0.434,0.338,0.061
1,0.425,0.328,0.057
1,0.428,0.333,0.056
1,0.428,0.326,0.056
1,0.429,0.335,0.056
1,0.429,0.328,0.055
1,0.426,0.329,0.057
1,0.431,0.331,0.054
1,0.429,0.377,0.055
1,0.427,0.322,0.054
1,0.430,0.329,0.056
1,0.427,0.331,0.055
1,0.429,0.320,0.054
1,0.430,0.329,0.056
1,0.427,0.332,0.057
1,0.428,0.333,0.057
1,0.430,0.331,0.057
1,0.439,0.339,0.061
1,0.440,0.333,0.059
1,0.429,0.331,0.056
1,0.425,0.328,0.055
1,0.434,0.344,0.060
1,0.429,0.342,0.056
1,0.432,0.341,0.060
1,0.434,0.342,0.058
1,0.429,0.336,0.058
1,0.430,0.341,0.058
1,0.446,0.335,0.060
1,0.433,0.322,0.057
1,0.427,0.331,0.056
1,0.428,0.331,0.057
1,0.427,0.329,0.056
1,0.430,0.340,0.056
1,0.426,0.331,0.054
1,0.441,0.350,0.056
1,0.430,0.331,0.055
1,0.431,0.340,0.059
1,0.438,0.329,0.055
1,0.427,0.338,0.056
1,0.434,0.343,0.060
1,0.447,0.341,0.061
1,0.436,0.335,0.056
1,0.427,0.324,0.056
1,0.429,0.327,0.057
1,0.428,0.341,0.059
1,0.428,0.334,0.055
1,0.428,0.332,0.055
1,0.428,0.324,0.055
1,0.430,0.332,0.056
1,0.432,0.326,0.056
1,0.437,0.325,0.058
1,0.425,0.331,0.056
1,0.430,0.333,0.055
1,0.428,0.335,0.055
1,0.432,0.328,0.058
1,0.432,0.330,0.054
1,0.425,0.325,0.054
1,0.425,0.330,0.053
1,0.430,0.327,0.055
1,0.427,0.326,0.054
1,0.428,0.336,0.055
1,0.430,0.334,0.055
1,0.424,0.326,0.056
1,0.429,0.327,0.056
1,0.428,0.343,0.060
1,0.429,0.330,0.056
1,0.427,0.337,0.053
1,0.428,0.349,0.055
1,0.434,0.332,0.055
1,0.422,0.339,0.055
1,0.430,0.327,0.055
1,0.428,0.326,0.054
1,0.432,0.333,0.059
1,0.435,0.344,0.058
1,0.430,0.339,0.058
1,0.429,0.350,0.057
1,0.436,0.334,0.059
1,0.428,0.330,0.053
1,0.434,0.335,0.058
1,0.427,0.338,0.057
1,0.428,0.342,0.058
1,0.429,0.329,0.053
1,0.418,0.318,0.052
1,0.426,0.334,0.059
1,0.439,0.339,0.063
1,0.430,0.322,0.053
1,0.428,0.329,0.055
1,0.439,0.333,0.057
1,0.428,0.334,0.050
1,0.425,0.330,0.052
1,0.422,0.331,0.052
1,0.428,0.324,0.052
1,0.427,0.324,0.052
1,0.429,0.335,0.055
2,0.323,0.370,0.057
2,0.325,0.352,0.054
2,0.324,0.353,0.057
2,0.323,0.354,0.056
2,0.324,0.352,0.056
2,0.324,0.369,0.057
2,0.319,0.359,0.056
2,0.328,0.352,0.057
2,0.325,0.354,0.059
2,0.322,0.352,0.055
2,0.314,0.380,0.055
2,0.330,0.357,0.056
2,0.324,0.364,0.056
2,0.329,0.354,0.056
2,0.324,0.363,0.057
2,0.323,0.354,0.054
2,0.324,0.359,0.057
2,0.325,0.371,0.056
2,0.331,0.350,0.056
2,0.328,0.351,0.056
2,0.324,0.365,0.057
2,0.323,0.354,0.056
2,0.331,0.368,0.060
2,0.322,0.405,0.059
2,0.354,0.381,0.064
2,0.325,0.358,0.056
2,0.319,0.359,0.055
2,0.329,0.347,0.055
2,0.324,0.353,0.056
2,0.323,0.352,0.056
2,0.315,0.352,0.055
2,0.329,0.353,0.055
2,0.328,0.351,0.055
2,0.325,0.349,0.059
2,0.322,0.351,0.055
2,0.323,0.343,0.056
2,0.326,0.350,0.055
2,0.323,0.358,0.055
2,0.325,0.356,0.055
2,0.324,0.353,0.057
2,0.323,0.357,0.057
2,0.324,0.349,0.054
2,0.324,0.354,0.056
2,0.316,0.374,0.056
2,0.331,0.369,0.057
2,0.327,0.359,0.057
2,0.324,0.381,0.057
2,0.333,0.371,0.059
2,0.329,0.364,0.059
2,0.323,0.373,0.058
2,0.333,0.373,0.058
2,0.326,0.362,0.057
2,0.328,0.375,0.060
2,0.327,0.366,0.056
2,0.325,0.363,0.057
2,0.325,0.379,0.055
2,0.334,0.384,0.060
2,0.324,0.404,0.057
2,0.329,0.363,0.059
2,0.328,0.360,0.055
2,0.326,0.371,0.057
2,0.324,0.357,0.057
2,0.325,0.361,0.058
2,0.333,0.363,0.059
2,0.325,0.356,0.056
2,0.324,0.374,0.060
2,0.334,0.379,0.059
2,0.329,0.355,0.058
2,0.335,0.387,0.062
2,0.322,0.361,0.057
2,0.334,0.357,0.059
2,0.324,0.352,0.053
2,0.323,0.354,0.054
2,0.329,0.376,0.061
2,0.333,0.370,0.062
2,0.323,0.384,0.058
2,0.327,0.360,0.057
2,0.330,0.348,0.056
2,0.328,0.374,0.058
2,0.324,0.357,0.058
2,0.322,0.386,0.059
2,0.326,0.368,0.058
2,0.325,0.357,0.057
2,0.325,0.366,0.058
2,0.321,0.356,0.054
2,0.326,0.357,0.058
