Threads,CpuTime,UserTime,SystemTime
1,2.115,0.352,0.092
1,0.428,0.364,0.057
1,0.440,0.359,0.058
1,0.440,0.362,0.057
1,0.440,0.360,0.061
1,0.599,0.442,0.073
1,0.440,0.366,0.059
1,0.441,0.351,0.060
1,0.439,0.357,0.057
1,0.429,0.360,0.055
1,0.439,0.359,0.058
1,0.429,0.360,0.057
1,0.441,0.358,0.056
1,0.435,0.357,0.056
1,0.434,0.368,0.056
1,0.439,0.352,0.057
1,0.436,0.351,0.054
1,0.433,0.345,0.056
1,0.440,0.361,0.056
1,0.437,0.365,0.061
1,0.441,0.355,0.056
1,0.446,0.364,0.060
1,0.435,0.352,0.056
1,0.435,0.356,0.055
1,0.438,0.362,0.056
1,0.435,0.358,0.058
1,0.440,0.372,0.057
1,0.437,0.348,0.055
1,0.431,0.354,0.056
1,0.435,0.358,0.056
1,0.436,0.358,0.057
1,0.439,0.374,0.061
1,0.443,0.370,0.063
1,0.564,0.400,0.063
1,0.432,0.359,0.058
1,0.546,0.439,0.062
1,0.434,0.370,0.059
1,0.462,0.391,0.066
1,0.438,0.359,0.058
1,0.456,0.380,0.063
1,0.426,0.352,0.054
1,0.429,0.349,0.056
1,0.599,0.391,0.064
1,0.431,0.387,0.057
1,0.430,0.370,0.055
1,0.447,0.364,0.059
1,0.426,0.343,0.056
1,0.428,0.366,0.056
1,0.441,0.361,0.059
1,0.428,0.332,0.053
1,0.431,0.366,0.056
1,0.439,0.386,0.059
1,0.439,0.363,0.059
1,0.477,0.383,0.068
1,0.546,0.414,0.063
1,0.461,0.392,0.065
1,0.543,0.422,0.063
1,0.451,0.375,0.061
1,0.440,0.385,0.059
1,0.439,0.364,0.059
1,0.451,0.385,0.060
1,0.447,0.361,0.065
1,0.459,0.391,0.066
1,0.439,0.373,0.059
1,0.552,0.457,0.062
1,0.694,0.540,0.080
1,0.701,0.479,0.075
1,0.627,0.455,0.076
1,0.707,0.509,0.079
1,0.533,0.402,0.059
1,0.549,0.399,0.060
1,0.541,0.408,0.059
1,0.528,0.401,0.079
1,0.440,0.389,0.060
1,0.567,0.453,0.070
1,0.422,0.340,0.053
1,0.429,0.345,0.057
1,0.446,0.359,0.060
1,0.443,0.378,0.060
1,0.462,0.358,0.059
1,0.427,0.352,0.053
1,0.443,0.376,0.060
1,0.791,0.429,0.083
1,0.562,0.399,0.065
1,0.440,0.359,0.060
1,0.445,0.366,0.061
1,0.441,0.355,0.058
1,0.432,0.347,0.057
1,0.445,0.369,0.059
1,0.545,0.389,0.062
1,0.442,0.356,0.059
1,0.433,0.352,0.058
1,0.437,0.375,0.057
1,0.549,0.404,0.060
1,0.580,0.411,0.068
1,0.556,0.419,0.064
1,0.959,0.380,0.070
1,1.251,0.437,0.071
1,0.427,0.357,0.055
1,0.453,0.360,0.061
2,0.423,0.474,0.062
2,0.451,0.498,0.067
2,0.469,0.555,0.077
2,0.587,0.575,0.078
2,0.445,0.498,0.065
2,0.451,0.547,0.066
2,0.517,0.573,0.082
2,0.465,0.499,0.070
2,0.424,0.478,0.058
2,0.452,0.496,0.066
2,0.466,0.566,0.068
2,0.335,0.470,0.059
2,0.429,0.499,0.060
2,0.332,0.465,0.060
2,0.331,0.455,0.059
2,0.423,0.467,0.056
2,0.329,0.471,0.058
2,0.436,0.475,0.061
2,0.458,0.495,0.068
2,0.446,0.492,0.062
2,0.425,0.494,0.058
2,0.426,0.480,0.056
2,0.425,0.475,0.055
2,0.426,0.470,0.058
2,0.436,0.473,0.060
2,0.323,0.444,0.057
2,0.319,0.460,0.057
2,0.318,0.456,0.054
2,0.428,0.459,0.058
2,0.422,0.469,0.058
2,0.428,0.493,0.056
2,0.344,0.452,0.065
2,0.321,0.446,0.055
2,0.429,0.477,0.058
2,0.419,0.528,0.058
2,0.551,0.576,0.073
2,0.486,0.508,0.072
2,0.483,0.508,0.076
2,0.440,0.520,0.065
2,0.354,0.471,0.066
2,0.424,0.472,0.058
2,0.325,0.447,0.056
2,0.422,0.471,0.056
2,0.327,0.461,0.060
2,0.430,0.469,0.060
2,0.326,0.457,0.059
2,0.322,0.457,0.057
2,0.436,0.473,0.059
2,0.329,0.456,0.060
2,0.337,0.466,0.064
2,0.325,0.455,0.059
2,0.424,0.461,0.058
2,0.428,0.455,0.057
2,0.323,0.433,0.057
2,0.324,0.453,0.058
2,0.331,0.447,0.059
2,0.316,0.456,0.056
2,0.418,0.476,0.058
2,0.324,0.456,0.057
2,0.331,0.456,0.058
2,0.434,0.494,0.059
2,0.464,0.487,0.065
2,0.332,0.464,0.061
2,0.328,0.471,0.058
2,0.334,0.444,0.062
2,0.438,0.465,0.059
2,0.348,0.460,0.063
2,0.322,0.463,0.057
2,0.329,0.467,0.060
2,0.321,0.448,0.056
2,0.324,0.457,0.057
2,0.322,0.459,0.057
2,0.325,0.461,0.058
2,0.334,0.465,0.061
2,0.428,0.480,0.061
2,0.422,0.473,0.058
2,0.583,0.493,0.067
2,0.365,0.462,0.058
2,0.449,0.501,0.065
2,0.338,0.460,0.065
2,0.426,0.500,0.060
2,0.321,0.452,0.057
2,0.337,0.465,0.062
2,0.327,0.450,0.060
2,0.328,0.468,0.059
2,0.320,0.441,0.057
2,0.324,0.454,0.058
2,0.324,0.464,0.058
2,0.324,0.440,0.057
2,0.321,0.450,0.056
2,0.322,0.449,0.058
2,0.323,0.454,0.056
2,0.323,0.453,0.057
2,0.325,0.455,0.056
2,0.323,0.445,0.055
2,0.324,0.452,0.056
2,0.326,0.452,0.057
2,0.334,0.444,0.058
2,0.326,0.457,0.059
2,0.321,0.454,0.058
3,0.324,0.499,0.061
3,0.325,0.493,0.060
3,0.322,0.489,0.064
3,0.325,0.521,0.065
3,0.328,0.500,0.064
3,0.341,0.537,0.072
3,0.324,0.478,0.063
3,0.323,0.511,0.063
3,0.319,0.525,0.061
3,0.331,0.514,0.062
3,0.329,0.518,0.062
3,0.317,0.517,0.060
3,0.324,0.488,0.063
3,0.324,0.511,0.061
3,0.330,0.514,0.062
3,0.323,0.486,0.061
3,0.323,0.491,0.060
3,0.327,0.520,0.064
3,0.324,0.514,0.063
3,0.327,0.511,0.064
3,0.325,0.492,0.063
3,0.328,0.503,0.061
3,0.323,0.521,0.062
3,0.330,0.517,0.063
3,0.327,0.513,0.063
3,0.326,0.494,0.065
3,0.334,0.523,0.065
3,0.324,0.519,0.063
3,0.329,0.515,0.063
3,0.318,0.520,0.062
3,0.325,0.487,0.065
3,0.322,0.512,0.064
3,0.325,0.518,0.060
3,0.323,0.514,0.061
3,0.324,0.520,0.064
3,0.324,0.514,0.061
3,0.328,0.486,0.063
3,0.327,0.519,0.062
3,0.324,0.522,0.063
