Threads,CpuTime,UserTime,SystemTime
1,1.678,0.097,0.112
1,0.222,0.073,0.051
1,0.227,0.073,0.051
1,0.229,0.076,0.053
1,0.228,0.074,0.053
1,0.228,0.077,0.054
1,0.229,0.076,0.054
1,0.223,0.072,0.050
1,0.225,0.076,0.053
1,0.239,0.078,0.059
1,0.234,0.079,0.055
1,0.246,0.082,0.058
1,0.226,0.074,0.053
1,0.232,0.079,0.053
1,0.226,0.073,0.051
1,0.230,0.075,0.053
1,0.225,0.073,0.051
1,0.223,0.075,0.050
1,0.241,0.079,0.053
1,0.238,0.080,0.055
1,0.233,0.075,0.056
1,0.273,0.082,0.059
1,0.220,0.071,0.048
1,0.225,0.075,0.050
1,0.216,0.070,0.046
1,0.228,0.075,0.051
1,0.226,0.076,0.054
1,0.224,0.074,0.052
1,0.223,0.074,0.054
1,0.237,0.078,0.053
1,0.229,0.076,0.052
1,0.229,0.075,0.053
1,0.231,0.076,0.053
1,1.551,0.075,0.053
1,0.220,0.074,0.049
1,0.217,0.071,0.048
1,0.219,0.073,0.050
1,0.220,0.071,0.051
1,0.222,0.074,0.051
1,0.224,0.073,0.050
1,0.220,0.072,0.050
1,0.223,0.073,0.051
1,0.224,0.072,0.051
1,0.223,0.073,0.051
1,0.223,0.073,0.051
1,0.224,0.073,0.049
1,0.219,0.072,0.048
1,0.217,0.070,0.046
1,0.213,0.069,0.047
1,0.214,0.068,0.048
1,0.225,0.073,0.051
1,0.218,0.071,0.049
1,0.214,0.070,0.048
1,0.213,0.070,0.047
1,0.222,0.073,0.048
1,0.223,0.073,0.050
1,0.227,0.076,0.053
1,0.228,0.076,0.053
1,0.225,0.075,0.051
1,0.230,0.074,0.053
1,0.226,0.074,0.053
1,0.224,0.072,0.050
1,0.226,0.072,0.050
1,0.223,0.073,0.049
1,0.224,0.074,0.051
1,0.214,0.070,0.048
1,0.213,0.068,0.046
1,0.217,0.072,0.049
1,0.220,0.072,0.048
1,0.215,0.070,0.048
1,0.218,0.071,0.048
1,0.218,0.071,0.048
1,0.219,0.074,0.050
1,0.221,0.072,0.048
1,0.218,0.072,0.049
1,0.238,0.082,0.054
1,0.223,0.073,0.051
1,0.231,0.079,0.055
1,0.231,0.077,0.055
