Threads,CpuTime,UserTime,SystemTime
1,1.609,0.448,0.067
1,0.467,0.416,0.046
1,0.473,0.419,0.048
1,0.469,0.417,0.050
1,0.469,0.420,0.046
1,0.489,0.433,0.050
1,0.481,0.427,0.049
1,0.485,0.428,0.049
1,0.481,0.431,0.045
1,0.479,0.427,0.051
1,0.484,0.431,0.052
1,0.476,0.422,0.048
1,0.492,0.430,0.048
1,0.481,0.425,0.049
1,0.478,0.423,0.049
1,0.604,0.515,0.061
1,0.553,0.480,0.060
1,0.523,0.445,0.060
1,0.479,0.431,0.046
1,0.479,0.426,0.052
1,0.502,0.444,0.049
1,0.482,0.427,0.047
1,0.517,0.458,0.057
1,0.482,0.422,0.048
1,0.481,0.427,0.049
1,0.499,0.437,0.049
1,0.545,0.460,0.062
1,0.484,0.426,0.052
1,0.467,0.413,0.052
1,0.490,0.431,0.050
1,0.464,0.417,0.043
1,0.475,0.425,0.047
1,0.470,0.421,0.045
1,0.474,0.424,0.047
1,0.460,0.412,0.043
1,0.481,0.431,0.050
1,0.469,0.422,0.045
1,0.478,0.426,0.053
1,0.460,0.415,0.042
1,0.473,0.421,0.047
1,0.471,0.420,0.049
1,0.483,0.433,0.050
1,0.498,0.442,0.071
1,0.480,0.429,0.054
1,0.481,0.431,0.047
1,0.459,0.413,0.046
1,0.476,0.429,0.044
1,0.474,0.427,0.046
1,0.465,0.418,0.042
1,0.489,0.434,0.060
1,0.464,0.418,0.045
1,0.474,0.423,0.045
1,0.456,0.410,0.043
1,0.455,0.410,0.041
1,0.477,0.427,0.048
1,0.455,0.408,0.043
1,0.473,0.422,0.045
1,0.470,0.420,0.050
1,0.475,0.424,0.051
1,0.470,0.421,0.051
1,0.464,0.419,0.043
1,0.459,0.411,0.045
1,0.468,0.418,0.052
1,0.461,0.414,0.044
1,0.470,0.423,0.049
1,0.478,0.429,0.053
1,0.469,0.421,0.048
1,0.483,0.434,0.046
1,0.458,0.411,0.043
1,0.478,0.428,0.049
1,0.465,0.419,0.041
1,0.476,0.428,0.044
1,0.465,0.419,0.045
1,0.476,0.424,0.050
1,0.467,0.420,0.047
1,0.469,0.419,0.051
1,0.475,0.424,0.057
1,0.467,0.419,0.047
1,0.504,0.447,0.050
1,0.517,0.447,0.058
1,0.496,0.437,0.051
1,0.531,0.474,0.051
1,0.463,0.414,0.047
1,0.466,0.420,0.043
1,0.462,0.417,0.044
1,0.477,0.430,0.049
1,0.464,0.416,0.045
1,0.458,0.414,0.042
1,0.464,0.416,0.046
1,0.460,0.414,0.042
1,0.467,0.419,0.043
1,0.466,0.419,0.049
1,0.476,0.428,0.048
1,0.449,0.405,0.043
1,0.485,0.432,0.059
1,0.456,0.407,0.045
1,0.453,0.410,0.043
1,0.478,0.427,0.053
1,0.455,0.412,0.041
1,0.461,0.416,0.044
2,0.611,0.539,0.139
2,0.610,0.535,0.145
2,0.620,0.544,0.150
2,0.599,0.526,0.139
2,0.517,0.458,0.079
2,0.547,0.485,0.097
2,0.544,0.482,0.101
2,0.581,0.509,0.127
2,0.625,0.548,0.149
2,0.527,0.464,0.079
2,0.563,0.498,0.120
2,0.577,0.509,0.123
2,0.495,0.443,0.060
2,0.525,0.467,0.084
2,0.541,0.480,0.098
2,0.569,0.504,0.112
2,0.617,0.541,0.144
2,0.607,0.531,0.145
2,0.610,0.533,0.142
2,0.609,0.538,0.142
2,0.583,0.518,0.120
2,0.615,0.544,0.139
2,0.621,0.546,0.132
2,0.650,0.570,0.162
2,0.621,0.543,0.146
2,0.655,0.572,0.162
2,0.562,0.495,0.093
2,0.589,0.523,0.119
2,0.618,0.545,0.149
2,0.601,0.525,0.138
2,0.534,0.474,0.098
2,0.558,0.493,0.112
2,0.550,0.489,0.106
2,0.582,0.512,0.124
2,0.678,0.589,0.147
2,0.670,0.568,0.155
2,0.640,0.552,0.154
2,0.591,0.515,0.129
2,0.596,0.519,0.130
2,0.614,0.538,0.131
2,0.655,0.565,0.118
