Threads,CpuTime,UserTime,SystemTime
1,0.469,0.417,0.050
1,0.475,0.403,0.053
1,0.461,0.415,0.048
1,0.461,0.414,0.051
1,0.440,0.395,0.047
1,0.454,0.405,0.056
1,0.437,0.394,0.042
1,0.461,0.403,0.046
1,0.446,0.401,0.043
1,0.435,0.391,0.043
1,0.435,0.391,0.042
1,0.447,0.400,0.049
1,0.432,0.390,0.044
1,0.460,0.412,0.062
1,0.445,0.400,0.045
1,0.444,0.397,0.046
1,0.436,0.391,0.045
1,0.443,0.398,0.047
1,0.436,0.393,0.043
1,0.467,0.418,0.063
1,0.436,0.391,0.044
1,0.446,0.398,0.052
1,0.440,0.396,0.047
1,0.443,0.400,0.045
1,0.436,0.392,0.043
1,0.451,0.405,0.051
1,0.444,0.400,0.047
1,0.453,0.405,0.053
1,0.448,0.403,0.044
1,0.436,0.392,0.044
1,0.455,0.404,0.046
1,0.457,0.412,0.048
1,0.438,0.394,0.043
1,0.441,0.394,0.043
1,0.450,0.401,0.053
1,0.459,0.410,0.060
1,0.434,0.390,0.042
1,0.439,0.394,0.048
1,0.444,0.398,0.048
1,0.463,0.417,0.055
1,0.441,0.398,0.043
1,0.437,0.392,0.045
1,0.443,0.399,0.048
1,0.441,0.396,0.045
1,0.447,0.402,0.044
1,0.453,0.404,0.048
1,0.436,0.389,0.044
1,0.445,0.398,0.051
1,0.458,0.412,0.045
1,0.465,0.417,0.055
1,0.434,0.390,0.043
1,0.452,0.405,0.056
1,0.447,0.402,0.047
1,0.462,0.415,0.045
1,0.465,0.417,0.057
1,0.443,0.396,0.045
1,0.434,0.388,0.045
1,0.430,0.388,0.042
1,0.448,0.403,0.049
1,0.443,0.399,0.042
1,0.439,0.395,0.045
1,0.431,0.387,0.043
1,0.449,0.400,0.056
1,0.434,0.391,0.042
1,0.432,0.388,0.045
1,0.443,0.399,0.046
1,0.468,0.423,0.045
1,0.439,0.394,0.046
1,0.453,0.407,0.049
1,0.434,0.389,0.043
1,0.433,0.389,0.042
1,0.450,0.403,0.054
1,0.450,0.402,0.048
1,0.456,0.408,0.046
1,0.460,0.408,0.048
1,0.444,0.400,0.046
1,0.458,0.410,0.047
1,0.463,0.405,0.053
1,0.449,0.402,0.047
1,0.451,0.406,0.048
1,0.456,0.410,0.054
1,0.436,0.391,0.045
1,0.439,0.393,0.042
1,0.470,0.418,0.057
1,0.491,0.434,0.053
1,0.514,0.450,0.053
1,0.524,0.460,0.051
1,0.490,0.428,0.050
1,0.479,0.423,0.050
1,0.450,0.402,0.046
1,0.473,0.423,0.055
1,0.465,0.410,0.051
1,0.446,0.398,0.048
1,0.444,0.399,0.047
1,0.443,0.397,0.047
1,0.431,0.388,0.042
1,0.435,0.392,0.043
1,0.451,0.405,0.053
1,0.440,0.395,0.043
1,0.454,0.406,0.049
2,0.440,0.395,0.046
2,0.441,0.396,0.046
2,0.439,0.393,0.049
2,0.447,0.401,0.048
2,0.450,0.404,0.052
2,0.455,0.409,0.049
2,0.457,0.408,0.060
2,0.445,0.399,0.049
2,0.440,0.394,0.048
2,0.441,0.397,0.049
2,0.449,0.404,0.049
2,0.475,0.424,0.063
2,0.444,0.396,0.050
2,0.437,0.390,0.045
2,0.468,0.419,0.061
2,0.439,0.394,0.047
2,0.469,0.418,0.065
2,0.450,0.404,0.051
2,0.460,0.409,0.066
2,0.444,0.399,0.049
2,0.467,0.422,0.042
2,0.452,0.406,0.052
2,0.461,0.411,0.057
2,0.449,0.403,0.053
2,0.483,0.431,0.067
2,0.466,0.415,0.061
2,0.453,0.405,0.055
2,0.445,0.400,0.048
2,0.436,0.394,0.041
2,0.444,0.398,0.048
2,0.448,0.401,0.045
2,0.452,0.407,0.049
2,0.458,0.410,0.058
2,0.499,0.431,0.058
2,0.445,0.400,0.048
2,0.484,0.433,0.068
2,0.483,0.429,0.076
2,0.467,0.420,0.062
2,0.448,0.399,0.055
2,0.441,0.394,0.047
2,0.445,0.397,0.047
2,0.447,0.399,0.048
2,0.459,0.411,0.059
2,0.446,0.399,0.043
2,0.464,0.419,0.044
2,0.441,0.397,0.051
2,0.472,0.422,0.061
2,0.444,0.399,0.048
2,0.441,0.398,0.043
2,0.458,0.408,0.060
2,0.443,0.397,0.051
2,0.438,0.393,0.048
2,0.458,0.411,0.056
2,0.453,0.407,0.053
2,0.448,0.403,0.050
2,0.448,0.403,0.050
2,0.445,0.399,0.050
2,0.469,0.418,0.054
2,0.475,0.424,0.066
2,0.448,0.400,0.055
2,0.442,0.397,0.048
2,0.449,0.402,0.050
2,0.491,0.435,0.081
2,0.461,0.415,0.050
2,0.472,0.423,0.062
2,0.444,0.396,0.051
2,0.455,0.408,0.054
2,0.444,0.398,0.049
2,0.443,0.397,0.048
2,0.433,0.389,0.045
2,0.436,0.392,0.046
2,0.462,0.411,0.063
2,0.439,0.395,0.049
2,0.439,0.392,0.049
2,0.472,0.422,0.068
2,0.455,0.406,0.052
2,0.472,0.422,0.058
2,0.468,0.418,0.060
2,0.445,0.400,0.046
2,0.468,0.420,0.062
2,0.460,0.413,0.048
2,0.465,0.416,0.055
2,0.529,0.463,0.049
2,0.456,0.405,0.047
2,0.448,0.404,0.041
2,0.472,0.423,0.048
2,0.474,0.423,0.052
2,0.467,0.418,0.052
2,0.471,0.424,0.051
