Threads,CpuTime,UserTime,SystemTime
1,4.455,0.399,0.154
1,0.432,0.332,0.056
1,0.430,0.332,0.058
1,0.433,0.329,0.054
1,0.432,0.328,0.056
1,0.446,0.333,0.061
1,0.433,0.332,0.059
1,0.452,0.377,0.065
1,0.550,0.344,0.060
1,0.423,0.341,0.056
1,0.429,0.338,0.056
1,0.428,0.331,0.054
1,0.428,0.338,0.055
1,0.430,0.324,0.053
1,0.440,0.323,0.059
1,0.426,0.343,0.055
1,0.430,0.326,0.058
1,0.428,0.325,0.053
1,0.427,0.352,0.060
1,0.430,0.329,0.055
1,0.429,0.337,0.055
1,0.439,0.337,0.059
1,0.428,0.331,0.052
1,0.428,0.340,0.060
1,0.428,0.323,0.058
1,0.429,0.334,0.057
1,0.428,0.331,0.057
1,0.430,0.335,0.057
1,0.439,0.340,0.061
1,0.469,0.350,0.072
1,0.422,0.330,0.054
1,0.437,0.334,0.059
1,0.431,0.342,0.057
1,0.451,0.340,0.065
1,0.432,0.330,0.058
1,0.424,0.329,0.053
1,0.431,0.331,0.054
1,0.441,0.331,0.061
1,0.425,0.329,0.056
1,0.430,0.327,0.056
1,0.426,0.327,0.053
1,0.428,0.344,0.056
1,0.428,0.329,0.054
1,0.428,0.335,0.053
1,0.427,0.337,0.055
1,0.428,0.326,0.053
1,0.430,0.343,0.057
1,0.429,0.330,0.054
1,0.429,0.332,0.056
1,0.432,0.327,0.055
1,0.426,0.360,0.071
1,0.464,0.369,0.078
1,0.426,0.330,0.055
1,0.429,0.345,0.063
1,0.428,0.334,0.057
1,0.486,0.354,0.064
1,1.181,0.352,0.070
1,0.431,0.356,0.064
1,0.425,0.338,0.058
1,0.432,0.328,0.056
1,0.430,0.359,0.055
1,0.691,0.343,0.065
1,0.441,0.351,0.066
1,0.429,0.335,0.053
1,0.429,0.335,0.054
1,0.430,0.332,0.055
1,0.439,0.336,0.059
1,0.438,0.329,0.062
1,0.427,0.329,0.058
1,0.429,0.348,0.060
1,0.429,0.332,0.055
1,0.431,0.351,0.060
1,0.429,0.331,0.057
1,0.532,0.366,0.058
1,0.870,0.356,0.065
1,0.473,0.356,0.072
1,0.432,0.323,0.053
1,0.425,0.333,0.056
1,0.440,0.358,0.063
1,0.416,0.333,0.051
1,0.426,0.328,0.053
1,0.421,0.334,0.052
1,0.439,0.332,0.055
1,0.427,0.330,0.050
1,0.430,0.332,0.054
1,0.432,0.352,0.058
1,0.423,0.326,0.055
1,0.432,0.323,0.056
1,0.425,0.334,0.055
1,0.418,0.340,0.053
1,0.427,0.341,0.056
1,0.431,0.329,0.053
1,0.426,0.330,0.054
1,0.429,0.337,0.055
1,0.430,0.330,0.053
1,0.429,0.325,0.056
1,0.427,0.334,0.056
1,0.430,0.349,0.061
1,0.427,0.344,0.057
1,0.430,0.333,0.054
2,0.323,0.348,0.056
2,0.323,0.381,0.060
2,0.330,0.351,0.059
2,0.458,0.479,0.079
2,0.328,0.420,0.061
2,0.359,0.380,0.069
2,0.327,0.360,0.057
2,0.327,0.352,0.057
2,0.328,0.401,0.060
2,0.334,0.363,0.060
2,0.332,0.391,0.060
2,0.325,0.384,0.061
2,0.344,0.399,0.064
2,0.327,0.372,0.057
2,0.336,0.378,0.062
2,0.347,0.377,0.066
2,0.324,0.360,0.059
2,0.323,0.363,0.059
2,0.333,0.387,0.061
2,0.327,0.409,0.060
2,0.345,0.390,0.061
2,0.330,0.439,0.060
2,0.360,0.403,0.067
2,0.330,0.354,0.055
2,0.325,0.389,0.060
2,0.345,0.366,0.059
2,0.325,0.348,0.059
2,0.324,0.392,0.059
2,0.431,0.419,0.062
2,0.330,0.356,0.059
2,0.325,0.382,0.057
