Threads,CpuTime,UserTime,SystemTime
1,0.463,0.409,0.057
1,0.468,0.417,0.047
1,0.445,0.399,0.048
1,0.456,0.408,0.051
1,0.446,0.398,0.045
1,0.447,0.399,0.047
1,0.472,0.421,0.055
1,0.467,0.417,0.050
1,0.469,0.418,0.049
1,0.460,0.406,0.046
2,0.571,0.490,0.054
2,0.580,0.487,0.066
2,0.517,0.448,0.061
2,0.520,0.456,0.064
2,0.488,0.423,0.061
2,0.512,0.456,0.053
2,0.471,0.419,0.047
2,0.451,0.405,0.047
2,0.461,0.409,0.053
2,0.462,0.413,0.047
3,0.483,0.430,0.056
3,0.455,0.405,0.051
3,0.494,0.433,0.061
3,0.459,0.409,0.052
3,0.463,0.412,0.049
3,0.464,0.413,0.049
3,0.504,0.448,0.052
3,0.469,0.421,0.056
3,0.502,0.440,0.055
3,0.468,0.414,0.053
4,0.463,0.412,0.045
4,0.462,0.412,0.053
4,0.507,0.446,0.060
4,0.481,0.429,0.056
4,0.502,0.442,0.053
4,0.465,0.415,0.053
4,0.474,0.423,0.058
4,0.481,0.423,0.062
4,0.488,0.432,0.058
4,0.534,0.450,0.056
5,0.508,0.446,0.064
5,0.518,0.455,0.070
5,0.616,0.522,0.062
5,0.544,0.471,0.059
5,0.598,0.518,0.063
5,0.482,0.427,0.061
5,0.539,0.465,0.066
5,0.547,0.479,0.094
5,0.536,0.471,0.047
5,0.459,0.413,0.045
6,0.546,0.480,0.082
6,0.500,0.440,0.061
6,0.476,0.425,0.052
6,0.518,0.448,0.058
6,0.508,0.441,0.054
6,0.537,0.470,0.075
6,0.513,0.446,0.075
6,0.505,0.447,0.067
6,0.495,0.439,0.058
6,0.438,0.395,0.044
7,0.491,0.439,0.049
7,0.505,0.443,0.049
7,0.547,0.473,0.071
7,0.474,0.421,0.053
7,0.517,0.452,0.070
7,0.490,0.431,0.063
7,0.500,0.436,0.069
7,0.472,0.419,0.066
7,0.478,0.424,0.057
7,0.505,0.443,0.061
8,0.604,0.526,0.072
8,1.125,0.558,0.083
8,0.664,0.546,0.073
8,0.717,0.487,0.066
8,0.469,0.418,0.058
8,0.521,0.430,0.062
8,0.479,0.417,0.047
8,0.537,0.464,0.075
8,0.474,0.424,0.057
8,0.482,0.426,0.063
