Threads,CpuTime,UserTime,SystemTime
1,1.992,0.464,0.068
1,0.539,0.470,0.055
1,0.478,0.417,0.048
1,0.484,0.418,0.055
1,0.458,0.410,0.046
1,0.517,0.455,0.053
1,0.478,0.424,0.048
1,0.464,0.415,0.046
1,0.458,0.409,0.044
1,0.473,0.419,0.056
1,0.470,0.420,0.046
1,0.490,0.435,0.053
1,0.491,0.435,0.048
1,0.477,0.422,0.048
1,0.473,0.417,0.050
1,0.474,0.418,0.048
1,0.461,0.410,0.048
1,0.509,0.450,0.050
1,0.459,0.408,0.048
1,0.481,0.428,0.048
1,0.467,0.414,0.048
1,0.467,0.417,0.046
1,0.466,0.414,0.048
1,0.463,0.412,0.045
1,0.466,0.416,0.044
1,0.473,0.422,0.046
1,0.461,0.412,0.045
1,0.452,0.404,0.048
1,0.459,0.403,0.047
1,0.456,0.409,0.045
1,0.466,0.411,0.047
1,0.553,0.474,0.066
1,0.548,0.464,0.066
1,0.554,0.467,0.065
1,0.482,0.422,0.052
1,0.465,0.414,0.049
1,0.458,0.408,0.046
1,0.459,0.410,0.045
1,0.458,0.406,0.049
1,0.465,0.415,0.050
1,0.560,0.481,0.061
1,0.493,0.428,0.054
1,0.476,0.413,0.048
1,0.459,0.410,0.047
1,0.456,0.406,0.044
1,0.473,0.419,0.050
1,0.500,0.441,0.056
1,0.468,0.418,0.046
1,0.454,0.406,0.044
1,0.453,0.407,0.043
2,0.466,0.414,0.049
2,0.465,0.416,0.052
2,0.463,0.413,0.056
2,0.472,0.418,0.050
2,0.491,0.433,0.052
2,0.475,0.419,0.052
2,0.466,0.417,0.048
2,0.487,0.429,0.060
2,0.456,0.405,0.051
2,0.528,0.469,0.051
2,0.465,0.415,0.050
2,0.456,0.407,0.051
2,0.496,0.440,0.074
2,0.455,0.405,0.049
2,0.464,0.413,0.047
2,0.467,0.417,0.052
2,0.464,0.415,0.050
2,0.461,0.414,0.051
2,0.458,0.408,0.049
2,0.495,0.431,0.059
2,0.471,0.420,0.055
2,0.451,0.401,0.049
2,0.444,0.398,0.046
2,0.448,0.400,0.045
2,0.488,0.431,0.061
2,0.457,0.408,0.047
2,0.470,0.418,0.048
2,0.504,0.440,0.054
2,0.470,0.419,0.048
2,0.474,0.420,0.054
2,0.468,0.417,0.050
2,0.614,0.531,0.058
2,0.518,0.450,0.052
2,0.462,0.412,0.051
2,0.459,0.411,0.052
2,0.466,0.412,0.048
2,0.465,0.417,0.045
2,0.452,0.405,0.045
2,0.485,0.426,0.061
2,0.472,0.421,0.053
2,0.495,0.440,0.074
2,0.454,0.405,0.047
2,0.466,0.416,0.051
2,0.471,0.421,0.056
2,0.451,0.402,0.044
2,0.481,0.426,0.061
2,0.463,0.414,0.051
2,0.451,0.404,0.045
2,0.462,0.412,0.047
2,0.489,0.436,0.054
3,0.458,0.408,0.046
3,0.465,0.416,0.054
3,0.462,0.415,0.048
3,0.500,0.445,0.062
3,0.471,0.419,0.061
3,0.458,0.410,0.047
3,0.504,0.448,0.081
3,0.459,0.412,0.047
3,0.459,0.409,0.054
3,0.497,0.443,0.054
3,0.475,0.424,0.061
3,0.465,0.413,0.054
3,0.494,0.438,0.074
3,0.473,0.421,0.055
3,0.451,0.404,0.051
3,0.478,0.428,0.061
3,0.456,0.408,0.051
3,0.459,0.410,0.049
3,0.473,0.420,0.064
3,0.457,0.409,0.052
3,0.490,0.436,0.068
3,0.489,0.435,0.070
3,0.468,0.417,0.056
3,0.461,0.413,0.053
3,0.473,0.420,0.063
3,0.521,0.471,0.049
3,0.564,0.471,0.064
3,0.470,0.416,0.057
3,0.459,0.409,0.049
3,0.466,0.415,0.052
3,0.482,0.427,0.060
3,0.483,0.428,0.052
3,0.479,0.430,0.048
3,0.484,0.429,0.060
3,0.493,0.437,0.062
3,0.448,0.401,0.052
3,0.457,0.408,0.049
3,0.458,0.409,0.051
3,0.466,0.414,0.052
3,0.469,0.416,0.054
3,0.469,0.418,0.051
3,0.523,0.458,0.067
3,0.494,0.435,0.061
3,0.537,0.458,0.057
3,0.471,0.419,0.052
3,0.534,0.455,0.071
3,0.482,0.427,0.058
3,0.610,0.516,0.070
3,0.503,0.437,0.051
