Threads,CpuTime,UserTime,SystemTime
1,1.541,0.407,0.066
1,0.461,0.412,0.044
1,0.458,0.408,0.052
1,0.452,0.405,0.048
1,0.469,0.417,0.060
1,0.448,0.401,0.047
1,0.473,0.414,0.050
1,0.448,0.400,0.048
1,0.461,0.413,0.045
1,0.449,0.401,0.044
2,0.454,0.406,0.051
2,0.463,0.413,0.053
2,0.473,0.424,0.054
2,0.502,0.426,0.059
2,0.463,0.415,0.051
2,0.454,0.406,0.050
2,0.440,0.394,0.048
2,0.477,0.421,0.060
2,0.467,0.417,0.052
2,0.460,0.406,0.049
3,0.465,0.416,0.059
3,0.452,0.402,0.049
3,0.448,0.402,0.049
3,0.508,0.453,0.071
3,0.505,0.440,0.067
3,0.490,0.436,0.054
3,0.466,0.416,0.060
3,0.475,0.423,0.056
3,0.452,0.406,0.048
3,0.485,0.434,0.056
4,0.461,0.411,0.055
4,0.489,0.439,0.052
4,0.446,0.399,0.045
4,0.456,0.409,0.046
4,0.484,0.432,0.069
4,0.459,0.409,0.056
4,0.506,0.450,0.086
4,0.453,0.405,0.049
4,0.485,0.431,0.071
4,0.507,0.450,0.091
5,0.498,0.440,0.087
5,0.528,0.472,0.075
5,0.572,0.485,0.068
5,0.474,0.423,0.051
5,0.486,0.434,0.051
5,0.543,0.477,0.102
5,0.475,0.419,0.064
5,0.468,0.418,0.062
5,0.467,0.414,0.063
5,0.455,0.405,0.055
6,0.468,0.416,0.058
6,0.474,0.420,0.057
6,0.486,0.434,0.070
6,0.478,0.423,0.067
6,0.474,0.424,0.054
6,0.485,0.431,0.068
6,0.512,0.458,0.071
6,0.475,0.420,0.067
6,0.463,0.415,0.054
6,0.517,0.457,0.060
7,0.506,0.450,0.061
7,0.476,0.423,0.063
7,0.468,0.417,0.062
7,0.497,0.444,0.064
7,0.491,0.436,0.070
7,0.481,0.428,0.071
7,0.483,0.426,0.072
7,0.474,0.422,0.065
7,0.453,0.406,0.051
7,0.463,0.414,0.053
8,0.465,0.414,0.057
8,0.478,0.426,0.064
8,0.465,0.413,0.063
8,0.501,0.454,0.049
8,0.451,0.401,0.050
8,0.471,0.419,0.057
8,0.472,0.420,0.066
8,0.498,0.444,0.060
8,0.464,0.414,0.054
8,0.505,0.452,0.063
