Threads,CpuTime,UserTime,SystemTime
1,3.075,1.822,1.234
1,3.071,1.845,1.253
1,3.063,1.827,1.243
1,3.073,1.833,1.252
1,3.024,1.828,1.249
1,3.264,1.944,1.260
1,3.207,1.891,1.258
1,2.793,1.696,1.048
1,3.003,1.822,1.242
1,3.067,1.855,1.249
2,2.253,1.907,1.155
2,2.255,1.972,1.204
2,2.272,1.984,1.235
2,2.194,2.043,1.296
2,2.189,2.029,1.286
2,2.125,2.007,1.272
2,1.975,1.771,0.980
2,2.266,2.072,1.301
2,2.197,2.047,1.276
2,2.209,2.010,1.208
3,1.999,2.062,1.332
3,1.846,1.831,1.106
3,1.904,1.847,1.137
3,1.935,1.838,1.140
3,2.058,2.022,1.339
3,1.904,1.853,1.109
3,1.883,1.788,1.076
3,2.028,1.964,1.208
3,1.821,1.945,1.235
3,1.760,1.791,1.072
4,1.872,1.987,1.293
4,1.720,1.825,1.109
4,1.794,1.941,1.202
4,1.784,1.841,1.125
4,1.817,1.809,1.100
4,1.724,1.770,1.058
4,1.766,1.773,1.072
4,1.705,1.738,1.031
4,1.714,1.723,1.033
4,1.769,1.794,1.095
5,1.840,1.943,1.320
5,1.745,1.843,1.233
5,1.780,1.917,1.325
5,1.821,1.863,1.223
5,1.784,1.909,1.254
5,1.803,1.761,1.096
5,1.758,1.801,1.173
5,1.809,1.815,1.179
5,1.759,1.785,1.159
5,1.731,1.790,1.118
6,1.780,1.857,1.237
6,1.868,1.878,1.215
6,1.914,2.026,1.414
6,1.837,1.964,1.363
6,1.834,1.931,1.328
6,1.761,1.873,1.230
6,1.747,1.841,1.216
6,1.789,1.857,1.233
6,1.748,1.834,1.234
6,1.796,1.883,1.219
7,1.788,1.834,1.225
7,1.767,1.888,1.287
7,1.746,1.753,1.156
7,1.785,1.815,1.186
7,1.718,1.827,1.225
7,1.735,1.875,1.318
7,1.905,1.960,1.349
7,1.777,1.846,1.244
7,1.823,1.829,1.225
7,1.793,1.841,1.206
8,1.751,1.872,1.294
8,1.780,1.873,1.318
8,1.886,1.934,1.331
8,1.797,1.814,1.209
8,1.847,1.804,1.179
8,1.785,1.821,1.213
8,1.812,1.894,1.304
8,1.845,1.893,1.316
8,1.809,1.826,1.214
8,1.879,2.003,1.423
