Threads,CpuTime,UserTime,SystemTime
1,0.142,0.091,0.046
1,0.130,0.084,0.046
1,0.135,0.089,0.046
1,0.131,0.085,0.046
1,0.134,0.089,0.044
1,0.137,0.090,0.048
1,0.133,0.085,0.044
1,0.127,0.082,0.043
1,0.133,0.087,0.047
1,0.134,0.088,0.047
2,0.131,0.086,0.047
2,0.133,0.087,0.047
2,0.132,0.085,0.046
2,0.135,0.088,0.047
2,0.132,0.086,0.047
2,0.127,0.083,0.042
2,0.131,0.086,0.045
2,0.128,0.084,0.043
2,0.132,0.087,0.046
2,0.128,0.084,0.043
3,0.129,0.085,0.043
3,0.136,0.089,0.046
3,0.135,0.090,0.047
3,0.131,0.086,0.045
3,0.133,0.086,0.047
3,0.138,0.090,0.048
3,0.138,0.092,0.049
3,0.133,0.086,0.046
3,0.136,0.089,0.047
3,0.133,0.088,0.045
4,0.129,0.084,0.045
4,0.136,0.089,0.047
4,0.137,0.090,0.046
4,0.134,0.089,0.045
4,0.133,0.087,0.047
4,0.134,0.087,0.048
4,0.135,0.090,0.047
4,0.131,0.085,0.047
4,0.132,0.086,0.045
4,0.133,0.088,0.045
5,0.135,0.089,0.047
5,0.135,0.088,0.049
5,0.136,0.092,0.046
5,0.140,0.091,0.048
5,0.137,0.090,0.046
5,0.140,0.092,0.049
5,0.136,0.090,0.047
5,0.138,0.090,0.047
5,0.135,0.089,0.046
5,0.133,0.088,0.044
6,0.132,0.088,0.045
6,0.138,0.091,0.048
6,0.133,0.087,0.046
6,0.134,0.089,0.046
6,0.140,0.092,0.048
6,0.138,0.090,0.047
6,0.138,0.091,0.048
6,0.131,0.086,0.045
6,0.141,0.091,0.050
6,0.137,0.090,0.048
7,0.136,0.089,0.049
7,0.137,0.088,0.048
7,0.136,0.090,0.047
7,0.135,0.089,0.047
7,0.136,0.090,0.047
7,0.138,0.092,0.047
7,0.130,0.084,0.043
7,0.133,0.087,0.045
7,0.134,0.088,0.046
7,0.135,0.089,0.046
8,0.133,0.087,0.046
8,0.134,0.087,0.047
8,0.136,0.088,0.048
8,0.132,0.086,0.046
8,0.137,0.089,0.047
8,0.135,0.088,0.047
8,0.133,0.087,0.047
8,0.135,0.090,0.046
8,0.135,0.088,0.046
8,0.126,0.081,0.042
